,Postnr
3036,"0650, Oslo"
3037,"0452, Oslo"
3038,"0778, Oslo"
3039,"0370, Oslo"
3040,"1164, Oslo"
3041,"1088, Oslo"
3042,"0186, Oslo"
3043,"0853, Oslo"
3044,"0585, Oslo"
3045,"0882, Oslo"
3046,"0481, Oslo"
3047,"0259, Oslo"
3048,"0470, Oslo"
3049,"0980, Oslo"
3050,"1083, Oslo"
3051,"0262, Oslo"
3052,"0268, Oslo"
3053,"0273, Oslo"
3054,"0881, Oslo"
3055,"0680, Oslo"
3056,"0284, Oslo"
3057,"0690, Oslo"
3058,"0691, Oslo"
3059,"0689, Oslo"
3060,"0573, Oslo"
3061,"0964, Oslo"
3062,"0779, Oslo"
3063,"0590, Oslo"
3064,"0379, Oslo"
3065,"0164, Oslo"
3066,"0258, Oslo"
3067,"1153, Oslo"
3068,"0456, Oslo"
3069,"0568, Oslo"
3070,"0588, Oslo"
3071,"0557, Oslo"
3072,"0457, Oslo"
3073,"0256, Oslo"
3074,"0460, Oslo"
3075,"0776, Oslo"
3076,"0783, Oslo"
3077,"0962, Oslo"
3078,"0254, Oslo"
3079,"0167, Oslo"
3080,"0170, Oslo"
3081,"0775, Oslo"
3082,"0493, Oslo"
3083,"0178, Oslo"
3084,"0175, Oslo"
3085,"0787, Oslo"
3086,"1184, Oslo"
3087,"0675, Oslo"
3088,"0673, Oslo"
3089,"1062, Oslo"
3090,"0277, Oslo"
3091,"0678, Oslo"
3092,"0250, Oslo"
3093,"0152, Oslo"
3094,"0154, Oslo"
3095,"0357, Oslo"
3096,"0569, Oslo"
3097,"0266, Oslo"
3098,"0260, Oslo"
3099,"0772, Oslo"
3100,"0479, Oslo"
3101,"1063, Oslo"
3102,"0492, Oslo"
3103,"0777, Oslo"
3104,"0760, Oslo"
3105,"0756, Oslo"
3106,"0987, Oslo"
3107,"1089, Oslo"
3108,"0669, Oslo"
3109,"1188, Oslo"
3110,"0594, Oslo"
3111,"0480, Oslo"
3112,"1295, Oslo"
3113,"1279, Oslo"
3114,"0651, Oslo"
3115,"1294, Oslo"
3116,"0661, Oslo"
3117,"0660, Oslo"
3118,"0173, Oslo"
3119,"0267, Oslo"
3120,"0274, Oslo"
3121,"0556, Oslo"
3122,"0365, Oslo"
3123,"0358, Oslo"
3124,"0982, Oslo"
3125,"0563, Oslo"
3126,"0566, Oslo"
3127,"0684, Oslo"
3128,"0015, Oslo"
3129,"0953, Oslo"
3130,"0983, Oslo"
3131,"0571, Oslo"
3132,"0862, Oslo"
3133,"0770, Oslo"
3134,"0270, Oslo"
3135,"0264, Oslo"
3136,"0663, Oslo"
3137,"0160, Oslo"
3138,"0369, Oslo"
3139,"1179, Oslo"
3140,"0883, Oslo"
3141,"1053, Oslo"
3142,"0890, Oslo"
3143,"0952, Oslo"
3144,"0977, Oslo"
3145,"0349, Oslo"
3146,"1254, Oslo"
3147,"1250, Oslo"
3148,"1056, Oslo"
3149,"0968, Oslo"
3150,"1151, Oslo"
3151,"0171, Oslo"
3152,"0484, Oslo"
3153,"0789, Oslo"
3154,"0380, Oslo"
3155,"0694, Oslo"
3156,"0686, Oslo"
3157,"1158, Oslo"
3158,"1275, Oslo"
3159,"0485, Oslo"
3160,"0681, Oslo"
3161,"0861, Oslo"
3162,"0764, Oslo"
3163,"0464, Oslo"
3164,"0595, Oslo"
3165,"0350, Oslo"
3166,"0188, Oslo"
3167,"0190, Oslo"
3168,"0351, Oslo"
3169,"0363, Oslo"
3170,"1157, Oslo"
3171,"0670, Oslo"
3172,"0577, Oslo"
3173,"0653, Oslo"
3174,"1064, Oslo"
3175,"0666, Oslo"
3176,"0788, Oslo"
3177,"1084, Oslo"
3178,"0561, Oslo"
3179,"0352, Oslo"
3180,"0578, Oslo"
3181,"1065, Oslo"
3182,"0581, Oslo"
3183,"1069, Oslo"
3184,"0381, Oslo"
3185,"0555, Oslo"
3186,"0791, Oslo"
3187,"0784, Oslo"
3188,"1255, Oslo"
3189,"1252, Oslo"
3190,"1259, Oslo"
3191,"1055, Oslo"
3192,"1263, Oslo"
3193,"0161, Oslo"
3194,"1161, Oslo"
3195,"0969, Oslo"
3196,"0955, Oslo"
3197,"1169, Oslo"
3198,"1067, Oslo"
3199,"0562, Oslo"
3200,"1052, Oslo"
3201,"0364, Oslo"
3202,"0580, Oslo"
3203,"0685, Oslo"
3204,"0462, Oslo"
3205,"0954, Oslo"
3206,"0981, Oslo"
3207,"0026, Oslo"
3208,"0162, Oslo"
3209,"0665, Oslo"
3210,"0451, Oslo"
3211,"0450, Oslo"
3212,"0153, Oslo"
3213,"1278, Oslo"
3214,"0683, Oslo"
3215,"0195, Oslo"
3216,"0584, Oslo"
3217,"0251, Oslo"
3218,"1160, Oslo"
3219,"0550, Oslo"
3220,"0754, Oslo"
3221,"0662, Oslo"
3222,"0184, Oslo"
3223,"1068, Oslo"
3224,"1071, Oslo"
3225,"0593, Oslo"
3226,"0597, Oslo"
3227,"0755, Oslo"
3228,"0458, Oslo"
3229,"0676, Oslo"
3230,"0790, Oslo"
3231,"0554, Oslo"
3232,"0872, Oslo"
3233,"1291, Oslo"
3234,"1273, Oslo"
3235,"0445, Oslo"
3236,"0564, Oslo"
3237,"0688, Oslo"
3238,"1283, Oslo"
3239,"1172, Oslo"
3240,"0750, Oslo"
3241,"0786, Oslo"
3242,"1081, Oslo"
3243,"0858, Oslo"
3244,"0970, Oslo"
3245,"0973, Oslo"
3246,"0765, Oslo"
3247,"0572, Oslo"
3248,"0979, Oslo"
3249,"0877, Oslo"
3250,"0971, Oslo"
3251,"0589, Oslo"
3252,"0693, Oslo"
3253,"0591, Oslo"
3254,"0037, Oslo"
3255,"0477, Oslo"
3256,"0459, Oslo"
3257,"0362, Oslo"
3258,"0185, Oslo"
3259,"1257, Oslo"
3260,"0863, Oslo"
3261,"0864, Oslo"
3262,"0255, Oslo"
3263,"0975, Oslo"
3264,"0050, Oslo"
3265,"0985, Oslo"
3266,"0972, Oslo"
3267,"0984, Oslo"
3268,"0986, Oslo"
3269,"0194, Oslo"
3270,"0560, Oslo"
3271,"0570, Oslo"
3272,"0359, Oslo"
3273,"8742, Selvær"
3274,"1270, Oslo"
3275,"1274, Oslo"
3276,"1189, Oslo"
3277,"1286, Oslo"
3278,"0856, Oslo"
3279,"1271, Oslo"
3280,"0278, Oslo"
3281,"0252, Oslo"
3282,"0472, Oslo"
3283,"0857, Oslo"
3284,"0176, Oslo"
3285,"0279, Oslo"
3286,"0010, Oslo"
3287,"5551, Auklandshamn"
3288,"5960, Dalsøyra"
3289,"2435, Braskereidfoss"
3290,"8983, Vega"
3291,"2058, Sessvollmoen"
3292,"5966, Eivindvik"
3293,"1633, Gamle Fredrikstad"
3294,"3013, Drammen"
3295,"4844, Arendal"
3296,"5977, Ånneland"
3297,"5978, Mjømna"
3298,"5983, Haugsvær"
3299,"2685, Garmo"
3300,"1606, Fredrikstad"
3301,"5309, Kleppestø"
3302,"2280, Gjesåsen"
3303,"2646, Gålå"
3304,"8536, Evenes"
3305,"9736, Karasjok"
3306,"8535, Tårstad"
3307,"2673, Høvringen"
3308,"1690, Herføl"
3309,"4903, Tvedestrand"
3310,"5427, Urangsvåg"
3311,"9734, Karasjok"
3312,"5444, Espevær"
3313,"5334, Hellesøy"
3314,"1714, Grålum"
3315,"9733, Karasjok"
3316,"2985, Tyinkrysset"
3317,"2977, Øye"
3318,"3690, Hjartdal"
3319,"5428, Foldrøyhamn"
3320,"3697, Tuddal"
3321,"5335, Hernar"
3322,"9376, Skatvik"
3323,"7690, Mosvik"
3324,"2975, Vang I Valdres"
3325,"2936, Begnadalen"
3326,"2937, Begna"
3327,"7623, Ronglan"
3328,"9181, Hamneidet"
3329,"7981, Harangsfjord"
3330,"9153, Rotsund"
3331,"9732, Karasjok"
3332,"5548, Feøy"
3333,"1692, Nedgården"
3334,"3528, Hedalen"
3335,"8844, Sandvær"
3336,"4519, Holum"
3337,"9159, Havnnes"
3338,"2437, Haslemoen"
3339,"9425, Sandsøy"
3340,"9427, Meløyvær"
3341,"4915, Vestre Sandøya"
3342,"4910, Lyngør"
3343,"6420, Molde"
3344,"8982, Vega"
3345,"8323, Storfjell"
3346,"8328, Stormolla"
3347,"8322, Brettesnes"
3348,"9157, Storslett"
3349,"7156, Leksa"
3350,"2438, Gravberget"
3351,"3403, Lier"
3352,"3004, Drammen"
3353,"1665, Rolvsøy"
3354,"3414, Lierstranda"
3355,"3427, Gullaug"
